DOI,DID,yyyy,mm,dd,hh,min,timezone,xyear,LatDir,NSflag,LatD,LatM,LatS,LatDecimal,LongDir,EWflag,LongD,LongM,LongS,LongDecimal,altdepflag,altdep,Unit_altdep,sample type,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,sample_type2,name_river,river_code_MLT,Correction_Periods,Unit_Periods,Weight,Unit_Weight,SSA,Unit_SSA,Median_D50,Unit_Median,Site_Number
10.34355/CRiED.U.Tsukuba.00020,196,2013,12,24,12,0,JST,2013.97968,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"1,420 ",26 ,Bq kg-1,134Cs,=,606 ,25 ,Bq kg-1,river,Kuchibuto,W8202010130,34,Day,0.286 ,g,0.2011 ,m2 g-1,36.2 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,197,2014,1,16,12,0,JST,2014.041096,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"4,520 ",103 ,Bq kg-1,134Cs,=,"1,776 ",78 ,Bq kg-1,river,Kuchibuto,W8202010130,23,Day,1.256 ,g,0.2305 ,m2 g-1,32.0 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,198,2014,2,25,12,0,JST,2014.149087,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"3,388 ",74 ,Bq kg-1,134Cs,=,"1,237 ",53 ,Bq kg-1,river,Kuchibuto,W8202010130,40,Day,5.290 ,g,0.2207 ,m2 g-1,34.7 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,199,2014,8,5,12,0,JST,2014.594292,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"1,855 ",51 ,Bq kg-1,134Cs,=,620 ,36 ,Bq kg-1,river,Kuchibuto,W8202010130,161,Day,283.741 ,g,0.2615 ,m2 g-1,35.9 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,200,2014,9,9,12,0,JST,2014.688584,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"2,086 ",58 ,Bq kg-1,134Cs,=,576 ,37 ,Bq kg-1,river,Kuchibuto,W8202010130,35,Day,127.732 ,g,0.1987 ,m2 g-1,36.5 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,201,2014,12,4,12,0,JST,2014.924886,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"1,699 ",64 ,Bq kg-1,134Cs,=,515 ,43 ,Bq kg-1,river,Kuchibuto,W8202010130,86,Day,70.504 ,g,0.2017 ,m2 g-1,26.9 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,202,2015,1,15,12,0,JST,2015.038356,N,1,37,34,52,37.58111111,E,1,140,32,31,140.5419444,1,220.3,m,Suspended Matter,137Cs,=,"2,994 ",100 ,Bq kg-1,134Cs,=,965 ,68 ,Bq kg-1,river,Kuchibuto,W8202010130,42,Day,2.697 ,g,0.2042 ,m2 g-1,29.6 ,É m,4
10.34355/CRiED.U.Tsukuba.00020,203,2011,7,11,12,0,JST,2011.527397,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"55,287 ","1,801 ",Bq kg-1,134Cs,=,"52,959 ","1,898 ",Bq kg-1,river,Abukuma,W8202010001,5,Day,3.634 ,g,0.3887 ,m2 g-1,15.8 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,204,2011,7,19,12,0,JST,2011.549315,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"30,195 ","1,848 ",Bq kg-1,134Cs,=,"30,054 ","2,108 ",Bq kg-1,river,Abukuma,W8202010001,8,Day,0.498 ,g,0.4798 ,m2 g-1,21.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,205,2011,7,25,12,0,JST,2011.565753,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"40,982 ",971 ,Bq kg-1,134Cs,=,"36,909 ","1,088 ",Bq kg-1,river,Abukuma,W8202010001,6,Day,0.186 ,g,0.3410 ,m2 g-1,21.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,206,2011,8,9,12,0,JST,2011.605251,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"32,330 ",427 ,Bq kg-1,134Cs,=,"28,763 ",438 ,Bq kg-1,river,Abukuma,W8202010001,15,Day,2.699 ,g,0.3987 ,m2 g-1,15.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,207,2011,8,16,12,0,JST,2011.624429,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"38,754 ",980 ,Bq kg-1,134Cs,=,"31,680 ","1,035 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,0.093 ,g,0.4245 ,m2 g-1,15.8 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,208,2011,8,24,12,0,JST,2011.646347,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"32,515 ",829 ,Bq kg-1,134Cs,=,"27,591 ","1,006 ",Bq kg-1,river,Abukuma,W8202010001,8,Day,1.240 ,g,0.4042 ,m2 g-1,13.7 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,209,2011,8,31,12,0,JST,2011.665525,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"21,810 ",418 ,Bq kg-1,134Cs,=,"19,812 ",570 ,Bq kg-1,river,Abukuma,W8202010001,7,Day,0.240 ,g,0.4270 ,m2 g-1,19.4 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,210,2011,9,10,12,0,JST,2011.691324,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"30,892 ","1,291 ",Bq kg-1,134Cs,=,"27,063 ","1,651 ",Bq kg-1,river,Abukuma,W8202010001,10,Day,0.180 ,g,0.5134 ,m2 g-1,9.8 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,211,2011,9,17,12,0,JST,2011.710502,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"33,726 ","1,242 ",Bq kg-1,134Cs,=,"27,685 ","1,525 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,0.210 ,g,0.4547 ,m2 g-1,20.9 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,212,2011,12,9,12,0,JST,2011.938584,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"5,156 ",141 ,Bq kg-1,134Cs,=,"3,723 ",158 ,Bq kg-1,river,Abukuma,W8202010001,83,Day,3.475 ,g,0.2953 ,m2 g-1,25.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,213,2011,12,21,12,0,JST,2011.971461,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"6,576 ",264 ,Bq kg-1,134Cs,=,"5,223 ",244 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,0.170 ,g,0.2874 ,m2 g-1,28.3 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,214,2012,1,13,12,0,JST,2012.032877,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"13,363 ",705 ,Bq kg-1,134Cs,=,"9,258 ",789 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.030 ,g,0.2465 ,m2 g-1,28.8 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,215,2012,1,27,12,0,JST,2012.071233,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"4,913 ",184 ,Bq kg-1,134Cs,=,"3,929 ",175 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,0.040 ,g,0.2531 ,m2 g-1,26.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,216,2012,2,10,12,0,JST,2012.107991,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"3,767 ",348 ,Bq kg-1,134Cs,=,"4,671 ",558 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,0.010 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,217,2012,2,20,12,0,JST,2012.135388,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"5,132 ",398 ,Bq kg-1,134Cs,=,"4,828 ",549 ,Bq kg-1,river,Abukuma,W8202010001,10,Day,0.010 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,218,2012,2,26,12,0,JST,2012.151826,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"10,092 ",499 ,Bq kg-1,134Cs,=,"8,898 ",692 ,Bq kg-1,river,Abukuma,W8202010001,6,Day,0.010 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,219,2012,3,21,12,0,JST,2012.221461,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"12,605 ",449 ,Bq kg-1,134Cs,=,"7,839 ",352 ,Bq kg-1,river,Abukuma,W8202010001,24,Day,1.069 ,g,0.2828 ,m2 g-1,24.0 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,220,2012,3,30,12,0,JST,2012.246119,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"16,050 ",95 ,Bq kg-1,134Cs,=,"10,708 ",76 ,Bq kg-1,river,Abukuma,W8202010001,9,Day,0.406 ,g,0.2999 ,m2 g-1,22.6 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,221,2012,5,30,12,0,JST,2012.412785,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"3,928 ",232 ,Bq kg-1,134Cs,=,"2,225 ",139 ,Bq kg-1,river,Abukuma,W8202010001,61,Day,3.937 ,g,0.3028 ,m2 g-1,23.7 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,222,2012,6,28,12,0,JST,2012.490639,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"1,532 ",45 ,Bq kg-1,134Cs,=,898 ,33 ,Bq kg-1,river,Abukuma,W8202010001,29,Day,4.470 ,g,0.2900 ,m2 g-1,25.6 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,223,2012,12,7,12,0,JST,2012.933105,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,714 ",136 ,Bq kg-1,134Cs,=,"1,724 ",131 ,Bq kg-1,river,Abukuma,W8202010001,162,Day,3.627 ,g,0.5617 ,m2 g-1,24.0 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,224,2012,12,17,12,0,JST,2012.960502,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,<,"2,616 ",,Bq kg-1,134Cs,<,"2,444 ",,Bq kg-1,river,Abukuma,W8202010001,10,Day,0.003 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,225,2013,1,9,12,0,JST,2013.021918,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,085 ",238 ,Bq kg-1,134Cs,=,"2,261 ",280 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.014 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,226,2013,1,21,12,0,JST,2013.054795,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,542 ",49 ,Bq kg-1,134Cs,=,"1,490 ",59 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,0.061 ,g,0.2089 ,m2 g-1,30.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,227,2013,2,25,12,0,JST,2013.149087,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"8,842 ",287 ,Bq kg-1,134Cs,=,"4,578 ",272 ,Bq kg-1,river,Abukuma,W8202010001,35,Day,0.175 ,g,0.3848 ,m2 g-1,27.4 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,228,2013,4,17,12,0,JST,2013.293836,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"4,508 ",172 ,Bq kg-1,134Cs,=,"2,149 ",149 ,Bq kg-1,river,Abukuma,W8202010001,51,Day,0.473 ,g,0.1362 ,m2 g-1,26.2 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,229,2013,5,20,12,0,JST,2013.385388,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"1,578 ",28 ,Bq kg-1,134Cs,=,771 ,27 ,Bq kg-1,river,Abukuma,W8202010001,33,Day,0.281 ,g,0.2515 ,m2 g-1,19.7 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,230,2013,6,17,12,0,JST,2013.460502,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"4,994 ",125 ,Bq kg-1,134Cs,=,"2,364 ",113 ,Bq kg-1,river,Abukuma,W8202010001,28,Day,0.238 ,g,0.2618 ,m2 g-1,26.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,231,2013,9,12,12,0,JST,2013.696804,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,401 ",60 ,Bq kg-1,134Cs,=,"1,039 ",49 ,Bq kg-1,river,Abukuma,W8202010001,87,Day,203.906 ,g,0.2722 ,m2 g-1,25.9 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,232,2013,9,25,12,0,JST,2013.73242,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"1,751 ",60 ,Bq kg-1,134Cs,=,776 ,50 ,Bq kg-1,river,Abukuma,W8202010001,13,Day,88.867 ,g,0.2350 ,m2 g-1,33.4 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,233,2013,11,19,12,0,JST,2013.882648,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,297 ",81 ,Bq kg-1,134Cs,=,859 ,61 ,Bq kg-1,river,Abukuma,W8202010001,55,Day,6.482 ,g,0.3160 ,m2 g-1,24.9 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,234,2013,12,24,12,0,JST,2013.97968,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,494 ",84 ,Bq kg-1,134Cs,=,"1,102 ",74 ,Bq kg-1,river,Abukuma,W8202010001,35,Day,0.354 ,g,0.1690 ,m2 g-1,26.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,235,2014,1,16,12,0,JST,2014.041096,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,<,253 ,,Bq kg-1,134Cs,<,995 ,,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.010 ,g,N/A,m2 g-1,N/A,É m,5
10.34355/CRiED.U.Tsukuba.00020,236,2014,2,25,12,0,JST,2014.149087,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,822 ",58 ,Bq kg-1,134Cs,=,"1,063 ",62 ,Bq kg-1,river,Abukuma,W8202010001,40,Day,0.118 ,g,0.4555 ,m2 g-1,30.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,237,2014,8,4,12,0,JST,2014.591553,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,341 ",57 ,Bq kg-1,134Cs,=,803 ,40 ,Bq kg-1,river,Abukuma,W8202010001,160,Day,77.095 ,g,0.2196 ,m2 g-1,26.3 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,238,2014,9,11,12,0,JST,2014.694064,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,549 ",70 ,Bq kg-1,134Cs,=,863 ,50 ,Bq kg-1,river,Abukuma,W8202010001,38,Day,6.461 ,g,0.2946 ,m2 g-1,22.1 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,239,2014,10,20,12,0,JST,2014.802055,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"1,020 ",8 ,Bq kg-1,134Cs,=,340 ,6 ,Bq kg-1,river,Abukuma,W8202010001,39,Day,84.379 ,g,0.2818 ,m2 g-1,21.5 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,240,2014,12,3,12,0,JST,2014.922146,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"2,170 ",45 ,Bq kg-1,134Cs,=,621 ,37 ,Bq kg-1,river,Abukuma,W8202010001,44,Day,0.504 ,g,0.1924 ,m2 g-1,26.6 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,241,2015,1,13,12,0,JST,2015.032877,N,1,37,49,43,37.82861111,E,1,140,31,12,140.52,1,49.5,m,Suspended Matter,137Cs,=,"1,507 ",86 ,Bq kg-1,134Cs,=,421 ,92 ,Bq kg-1,river,Abukuma,W8202010001,41,Day,0.037 ,g,0.2675 ,m2 g-1,28.2 ,É m,5
10.34355/CRiED.U.Tsukuba.00020,242,2011,7,12,12,0,JST,2011.530137,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"30,939 ","1,611 ",Bq kg-1,134Cs,=,"24,542 ","2,324 ",Bq kg-1,river,Abukuma,W8202010001,6,Day,0.004 ,g,0.5544 ,m2 g-1,21.9 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,243,2011,7,19,12,0,JST,2011.549315,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"34,450 ","1,707 ",Bq kg-1,134Cs,=,"26,538 ","1,720 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,1.277 ,g,0.5615 ,m2 g-1,18.1 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,244,2011,7,26,12,0,JST,2011.568493,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"28,331 ","1,013 ",Bq kg-1,134Cs,=,"23,782 ","1,014 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,2.981 ,g,0.3338 ,m2 g-1,21.4 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,245,2011,8,10,12,0,JST,2011.607991,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"20,209 ",629 ,Bq kg-1,134Cs,=,"16,655 ",658 ,Bq kg-1,river,Abukuma,W8202010001,15,Day,0.120 ,g,0.4658 ,m2 g-1,15.1 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,246,2011,8,17,12,0,JST,2011.627169,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"44,393 ","1,996 ",Bq kg-1,134Cs,=,"34,168 ","2,025 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,0.331 ,g,0.4427 ,m2 g-1,11.6 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,247,2011,8,25,12,0,JST,2011.649087,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"16,155 ",931 ,Bq kg-1,134Cs,=,"17,181 ","1,347 ",Bq kg-1,river,Abukuma,W8202010001,8,Day,0.020 ,g,0.3220 ,m2 g-1,18.9 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,248,2011,8,31,12,0,JST,2011.665525,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"20,127 ",686 ,Bq kg-1,134Cs,=,"15,561 ",849 ,Bq kg-1,river,Abukuma,W8202010001,6,Day,0.040 ,g,0.3681 ,m2 g-1,18.7 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,249,2011,9,10,12,0,JST,2011.691324,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"27,151 ",345 ,Bq kg-1,134Cs,=,"23,161 ",451 ,Bq kg-1,river,Abukuma,W8202010001,10,Day,0.770 ,g,0.4391 ,m2 g-1,13.5 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,250,2011,9,17,12,0,JST,2011.710502,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"28,094 ","1,635 ",Bq kg-1,134Cs,=,"21,481 ","1,973 ",Bq kg-1,river,Abukuma,W8202010001,7,Day,0.060 ,g,0.3276 ,m2 g-1,23.2 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,251,2011,12,9,12,0,JST,2011.938584,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"8,016 ",431 ,Bq kg-1,134Cs,=,"6,066 ",488 ,Bq kg-1,river,Abukuma,W8202010001,83,Day,3.287 ,g,0.4002 ,m2 g-1,16.8 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,252,2011,12,21,12,0,JST,2011.971461,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"6,439 ",199 ,Bq kg-1,134Cs,=,"4,808 ",171 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,0.440 ,g,0.2619 ,m2 g-1,27.1 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,253,2012,1,13,12,0,JST,2012.032877,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"4,220 ",98 ,Bq kg-1,134Cs,=,"3,136 ",115 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.100 ,g,0.3027 ,m2 g-1,23.3 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,254,2012,1,27,12,0,JST,2012.071233,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"7,446 ",223 ,Bq kg-1,134Cs,=,"5,219 ",189 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,0.200 ,g,0.2958 ,m2 g-1,21.9 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,255,2012,2,10,12,0,JST,2012.107991,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"8,482 ",316 ,Bq kg-1,134Cs,=,"6,368 ",286 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,0.100 ,g,0.2421 ,m2 g-1,27.7 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,256,2012,2,20,12,0,JST,2012.135388,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"8,341 ",354 ,Bq kg-1,134Cs,=,"5,847 ",304 ,Bq kg-1,river,Abukuma,W8202010001,10,Day,0.160 ,g,0.2609 ,m2 g-1,27.8 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,257,2012,2,27,12,0,JST,2012.154566,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"3,815 ",163 ,Bq kg-1,134Cs,=,"3,276 ",156 ,Bq kg-1,river,Abukuma,W8202010001,7,Day,0.040 ,g,0.2466 ,m2 g-1,25.6 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,258,2012,3,21,12,0,JST,2012.221461,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"14,556 ",721 ,Bq kg-1,134Cs,=,"9,521 ",603 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.046 ,g,0.2908 ,m2 g-1,25.8 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,259,2012,3,30,12,0,JST,2012.246119,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"24,813 ","1,024 ",Bq kg-1,134Cs,=,"15,316 ",836 ,Bq kg-1,river,Abukuma,W8202010001,9,Day,0.024 ,g,N/A,m2 g-1,N/A,É m,6
10.34355/CRiED.U.Tsukuba.00020,260,2012,4,25,12,0,JST,2012.315753,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"4,570 ",225 ,Bq kg-1,134Cs,=,"2,811 ",185 ,Bq kg-1,river,Abukuma,W8202010001,26,Day,0.183 ,g,0.2047 ,m2 g-1,29.3 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,261,2012,5,15,12,0,JST,2012.371689,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"1,822 ",100 ,Bq kg-1,134Cs,=,"1,295 ",82 ,Bq kg-1,river,Abukuma,W8202010001,20,Day,2.865 ,g,0.3811 ,m2 g-1,16.4 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,262,2012,5,29,12,0,JST,2012.410046,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"3,084 ",53 ,Bq kg-1,134Cs,=,"1,569 ",30 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,0.253 ,g,0.3282 ,m2 g-1,22.3 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,263,2012,6,28,12,0,JST,2012.490639,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"1,885 ",82 ,Bq kg-1,134Cs,=,"1,113 ",59 ,Bq kg-1,river,Abukuma,W8202010001,30,Day,3.911 ,g,0.4233 ,m2 g-1,15.4 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,264,2012,12,19,12,0,JST,2012.965982,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"3,182 ",171 ,Bq kg-1,134Cs,=,"1,572 ",142 ,Bq kg-1,river,Abukuma,W8202010001,174,Day,4.395 ,g,0.5022 ,m2 g-1,23.5 ,É m,6
10.34355/CRiED.U.Tsukuba.00020,265,2013,1,9,12,0,JST,2013.021918,N,1,38,5,41,38.09472222,E,1,140,52,19,140.8719444,1,3.5,m,Suspended Matter,137Cs,=,"7,014 ",212 ,Bq kg-1,134Cs,=,"3,275 ",195 ,Bq kg-1,river,Abukuma,W8202010001,21,Day,0.472 ,g,0.3446 ,m2 g-1,19.1 ,É m,6
