DOI,DID,yyyy,mm,dd,hh,min,timezone,xyear,LatDir,NSflag,LatD,LatM,LatS,LatDecimal,LongDir,EWflag,LongD,LongM,LongS,LongDecimal,altdepflag,altdep,Unit_altdep,sample type,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,Nuclide,Value type,Activity or MDA,Uncertainty_activity,Unit_activity,sample_type2,name_river,river_code_MLT,Correction_Periods,Unit_Periods,Weight,Unit_Weight,SSA,Unit_SSA,Median_D50,Unit_Median,Site_Number
10.34355/CRiED.U.Tsukuba.00020,398,2014,10,21,12,0,JST,2014.804795,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"2,508 ",65 ,Bq kg-1,134Cs,=,827 ,46 ,Bq kg-1,river,Hirose,W8202010048,41,Day,5.807 ,g,0.2424 ,m2 g-1,28.2 ,É m,11
10.34355/CRiED.U.Tsukuba.00020,399,2014,12,4,12,0,JST,2014.924886,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"3,066 ",60 ,Bq kg-1,134Cs,=,"1,003 ",43 ,Bq kg-1,river,Hirose,W8202010048,44,Day,5.736 ,g,0.2305 ,m2 g-1,29.6 ,É m,11
10.34355/CRiED.U.Tsukuba.00020,400,2015,1,14,12,0,JST,2015.035616,N,1,37,43,59,37.73305556,E,1,140,36,22,140.6061111,1,124.5,m,Suspended Matter,137Cs,=,"2,125 ",53 ,Bq kg-1,134Cs,=,652 ,36 ,Bq kg-1,river,Hirose,W8202010048,41,Day,2.783 ,g,0.2340 ,m2 g-1,34.9 ,É m,11
10.34355/CRiED.U.Tsukuba.00020,401,2011,8,31,12,0,JST,2011.665525,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"30,461 ",236 ,Bq kg-1,134Cs,=,"26,154 ",407 ,Bq kg-1,river,Abukuma,W8202010001,30,Day,72.980 ,g,0.4064 ,m2 g-1,17.9 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,402,2011,10,18,12,0,JST,2011.796575,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"20,898 ",184 ,Bq kg-1,134Cs,=,"16,831 ",301 ,Bq kg-1,river,Abukuma,W8202010001,48,Day,55.730 ,g,0.2932 ,m2 g-1,25.4 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,403,2012,12,7,12,0,JST,2012.933105,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"5,417 ",240 ,Bq kg-1,134Cs,=,"2,920 ",208 ,Bq kg-1,river,Abukuma,W8202010001,64,Day,3.247 ,g,0.4881 ,m2 g-1,23.9 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,404,2012,12,17,12,0,JST,2012.960502,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"5,344 ",277 ,Bq kg-1,134Cs,=,"3,256 ",258 ,Bq kg-1,river,Abukuma,W8202010001,10,Day,2.270 ,g,0.4762 ,m2 g-1,23.0 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,405,2013,1,9,12,0,JST,2013.021918,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"7,750 ",239 ,Bq kg-1,134Cs,=,"4,071 ",208 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,36.751 ,g,0.4507 ,m2 g-1,25.6 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,406,2013,1,21,12,0,JST,2013.054795,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"3,661 ",76 ,Bq kg-1,134Cs,=,"2,022 ",71 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,1.300 ,g,0.3510 ,m2 g-1,21.5 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,407,2013,2,25,12,0,JST,2013.149087,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"7,186 ",192 ,Bq kg-1,134Cs,=,"3,706 ",163 ,Bq kg-1,river,Abukuma,W8202010001,35,Day,7.031 ,g,0.2638 ,m2 g-1,24.7 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,408,2013,4,18,12,0,JST,2013.296575,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"3,596 ",152 ,Bq kg-1,134Cs,=,"1,759 ",126 ,Bq kg-1,river,Abukuma,W8202010001,52,Day,62.108 ,g,0.3560 ,m2 g-1,19.9 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,409,2013,5,21,12,0,JST,2013.388128,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"7,478 ",222 ,Bq kg-1,134Cs,=,"3,898 ",194 ,Bq kg-1,river,Abukuma,W8202010001,33,Day,15.937 ,g,0.2357 ,m2 g-1,23.0 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,410,2013,6,18,12,0,JST,2013.463242,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"5,478 ",209 ,Bq kg-1,134Cs,=,"2,574 ",173 ,Bq kg-1,river,Abukuma,W8202010001,28,Day,10.631 ,g,0.2999 ,m2 g-1,23.2 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,411,2013,9,13,12,0,JST,2013.699543,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"2,459 ",114 ,Bq kg-1,134Cs,=,"1,197 ",99 ,Bq kg-1,river,Abukuma,W8202010001,87,Day,560.335 ,g,0.2631 ,m2 g-1,28.9 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,412,2013,9,27,12,0,JST,2013.7379,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"1,637 ",56 ,Bq kg-1,134Cs,=,748 ,47 ,Bq kg-1,river,Abukuma,W8202010001,14,Day,55.320 ,g,0.3067 ,m2 g-1,23.0 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,413,2013,11,20,12,0,JST,2013.885388,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"1,120 ",42 ,Bq kg-1,134Cs,=,487 ,33 ,Bq kg-1,river,Abukuma,W8202010001,54,Day,16.667 ,g,0.3260 ,m2 g-1,19.9 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,414,2013,12,24,12,0,JST,2013.97968,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"4,016 ",98 ,Bq kg-1,134Cs,=,"1,665 ",77 ,Bq kg-1,river,Abukuma,W8202010001,34,Day,3.052 ,g,0.2576 ,m2 g-1,25.0 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,415,2014,1,16,12,0,JST,2014.041096,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"2,670 ",93 ,Bq kg-1,134Cs,=,"1,026 ",76 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.339 ,g,0.2201 ,m2 g-1,32.5 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,416,2014,2,25,12,0,JST,2014.149087,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"1,663 ",60 ,Bq kg-1,134Cs,=,615 ,55 ,Bq kg-1,river,Abukuma,W8202010001,40,Day,0.093 ,g,0.2250 ,m2 g-1,24.8 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,417,2014,8,5,12,0,JST,2014.594292,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"2,027 ",44 ,Bq kg-1,134Cs,=,665 ,31 ,Bq kg-1,river,Abukuma,W8202010001,161,Day,69.559 ,g,0.2978 ,m2 g-1,23.2 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,418,2015,1,14,12,0,JST,2015.035616,N,1,37,35,40,37.59444444,E,1,140,27,40,140.4611111,1,189.7,m,Suspended Matter,137Cs,=,"2,254 ",74 ,Bq kg-1,134Cs,=,665 ,47 ,Bq kg-1,river,Abukuma,W8202010001,162,Day,85.503 ,g,0.2821 ,m2 g-1,21.1 ,É m,12
10.34355/CRiED.U.Tsukuba.00020,419,2011,9,1,12,0,JST,2011.666667,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"14,800 ",328 ,Bq kg-1,134Cs,=,"13,477 ",585 ,Bq kg-1,river,Abukuma,W8202010001,31,Day,22.570 ,g,0.3725 ,m2 g-1,20.7 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,420,2011,9,27,12,0,JST,2011.7379,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"3,746 ",98 ,Bq kg-1,134Cs,=,"3,045 ",163 ,Bq kg-1,river,Abukuma,W8202010001,26,Day,87.030 ,g,0.2859 ,m2 g-1,28.1 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,421,2012,12,7,12,0,JST,2012.933105,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"1,919 ",87 ,Bq kg-1,134Cs,=,979 ,76 ,Bq kg-1,river,Abukuma,W8202010001,64,Day,3.178 ,g,0.5201 ,m2 g-1,24.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,422,2012,12,18,12,0,JST,2012.963242,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"2,596 ",227 ,Bq kg-1,134Cs,=,"1,989 ",253 ,Bq kg-1,river,Abukuma,W8202010001,11,Day,0.096 ,g,0.2700 ,m2 g-1,21.1 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,423,2013,1,10,12,0,JST,2013.024658,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"2,776 ",47 ,Bq kg-1,134Cs,=,"1,506 ",44 ,Bq kg-1,river,Abukuma,W8202010001,23,Day,0.586 ,g,0.3037 ,m2 g-1,19.8 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,424,2013,1,22,12,0,JST,2013.057534,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,627 ,29 ,Bq kg-1,134Cs,=,401 ,29 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,0.152 ,g,0.3100 ,m2 g-1,19.8 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,425,2013,2,26,12,0,JST,2013.151826,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"3,230 ",92 ,Bq kg-1,134Cs,=,"1,650 ",84 ,Bq kg-1,river,Abukuma,W8202010001,35,Day,0.629 ,g,0.2388 ,m2 g-1,22.4 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,426,2013,4,17,12,0,JST,2013.293836,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"3,048 ",78 ,Bq kg-1,134Cs,=,"1,582 ",65 ,Bq kg-1,river,Abukuma,W8202010001,50,Day,31.355 ,g,0.4886 ,m2 g-1,25.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,427,2013,5,20,12,0,JST,2013.385388,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"2,761 ",100 ,Bq kg-1,134Cs,=,"1,439 ",88 ,Bq kg-1,river,Abukuma,W8202010001,33,Day,7.366 ,g,0.2163 ,m2 g-1,24.3 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,428,2013,6,17,12,0,JST,2013.460502,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"1,681 ",61 ,Bq kg-1,134Cs,=,902 ,53 ,Bq kg-1,river,Abukuma,W8202010001,28,Day,41.218 ,g,0.2848 ,m2 g-1,24.7 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,429,2013,7,25,12,0,JST,2013.565753,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"8,150 ",136 ,Bq kg-1,134Cs,=,"3,642 ",107 ,Bq kg-1,river,Abukuma,W8202010001,38,Day,81.343 ,g,0.3157 ,m2 g-1,21.3 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,430,2013,8,22,12,0,JST,2013.640868,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"1,943 ",75 ,Bq kg-1,134Cs,=,"1,032 ",64 ,Bq kg-1,river,Abukuma,W8202010001,28,Day,29.647 ,g,0.3246 ,m2 g-1,23.2 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,431,2013,9,13,12,0,JST,2013.699543,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"2,970 ",104 ,Bq kg-1,134Cs,=,"1,301 ",84 ,Bq kg-1,river,Abukuma,W8202010001,22,Day,27.274 ,g,0.3349 ,m2 g-1,20.7 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,432,2013,9,25,12,0,JST,2013.73242,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,407 ,11 ,Bq kg-1,134Cs,=,170 ,9 ,Bq kg-1,river,Abukuma,W8202010001,12,Day,180.131 ,g,0.2325 ,m2 g-1,33.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,433,2013,11,20,12,0,JST,2013.885388,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,393 ,11 ,Bq kg-1,134Cs,=,165 ,9 ,Bq kg-1,river,Abukuma,W8202010001,56,Day,100.056 ,g,0.2387 ,m2 g-1,33.2 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,434,2013,12,23,12,0,JST,2013.976941,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,878 ,10 ,Bq kg-1,134Cs,=,403 ,9 ,Bq kg-1,river,Abukuma,W8202010001,33,Day,3.182 ,g,0.2419 ,m2 g-1,24.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,435,2014,1,16,12,0,JST,2014.041096,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,927 ,14 ,Bq kg-1,134Cs,=,371 ,14 ,Bq kg-1,river,Abukuma,W8202010001,24,Day,0.805 ,g,0.2237 ,m2 g-1,30.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,436,2014,2,25,12,0,JST,2014.149087,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,992 ,39 ,Bq kg-1,134Cs,=,378 ,29 ,Bq kg-1,river,Abukuma,W8202010001,40,Day,5.250 ,g,0.2481 ,m2 g-1,24.2 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,437,2014,8,6,12,0,JST,2014.597032,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,913 ,30 ,Bq kg-1,134Cs,=,328 ,22 ,Bq kg-1,river,Abukuma,W8202010001,162,Day,92.432 ,g,0.2963 ,m2 g-1,29.5 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,438,2014,12,5,12,0,JST,2014.927626,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"1,591 ",50 ,Bq kg-1,134Cs,=,441 ,34 ,Bq kg-1,river,Abukuma,W8202010001,121,Day,46.263 ,g,0.2327 ,m2 g-1,26.6 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,439,2015,1,14,12,0,JST,2015.035616,N,1,37,20,47,37.34638889,E,1,140,22,25,140.3736111,1,229.8,m,Suspended Matter,137Cs,=,"4,687 ",173 ,Bq kg-1,134Cs,=,"1,170 ",106 ,Bq kg-1,river,Abukuma,W8202010001,40,Day,0.381 ,g,0.2147 ,m2 g-1,29.1 ,É m,13
10.34355/CRiED.U.Tsukuba.00020,440,2012,12,18,12,0,JST,2012.963242,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,288 ",177 ,Bq kg-1,134Cs,=,"2,017 ",182 ,Bq kg-1,river,Shakado,W8202010232,10,Day,0.479 ,g,0.3122 ,m2 g-1,19.5 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,441,2013,1,10,12,0,JST,2013.024658,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,683 ",129 ,Bq kg-1,134Cs,=,"2,008 ",114 ,Bq kg-1,river,Shakado,W8202010232,23,Day,2.286 ,g,0.2679 ,m2 g-1,20.7 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,442,2013,1,22,12,0,JST,2013.057534,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,473 ",147 ,Bq kg-1,134Cs,=,"2,182 ",148 ,Bq kg-1,river,Shakado,W8202010232,12,Day,0.306 ,g,0.3441 ,m2 g-1,16.6 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,443,2013,2,26,12,0,JST,2013.151826,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"4,367 ",139 ,Bq kg-1,134Cs,=,"2,288 ",129 ,Bq kg-1,river,Shakado,W8202010232,35,Day,0.717 ,g,0.2375 ,m2 g-1,22.9 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,444,2013,4,17,12,0,JST,2013.293836,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"2,923 ",70 ,Bq kg-1,134Cs,=,"1,413 ",57 ,Bq kg-1,river,Shakado,W8202010232,50,Day,23.158 ,g,0.3893 ,m2 g-1,24.7 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,445,2013,5,20,12,0,JST,2013.385388,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"1,568 ",43 ,Bq kg-1,134Cs,=,813 ,37 ,Bq kg-1,river,Shakado,W8202010232,33,Day,4.093 ,g,0.3231 ,m2 g-1,21.9 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,446,2013,6,17,12,0,JST,2013.460502,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"2,958 ",146 ,Bq kg-1,134Cs,=,"1,442 ",121 ,Bq kg-1,river,Shakado,W8202010232,28,Day,27.496 ,g,0.3237 ,m2 g-1,21.9 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,447,2013,7,25,12,0,JST,2013.565753,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"4,114 ",114 ,Bq kg-1,134Cs,=,"1,749 ",87 ,Bq kg-1,river,Shakado,W8202010232,38,Day,37.707 ,g,0.3509 ,m2 g-1,20.5 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,448,2013,8,8,12,0,JST,2013.602511,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"1,981 ",50 ,Bq kg-1,134Cs,=,958 ,41 ,Bq kg-1,river,Shakado,W8202010232,14,Day,143.175 ,g,0.3326 ,m2 g-1,21.2 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,449,2013,8,22,12,0,JST,2013.640868,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,492 ",99 ,Bq kg-1,134Cs,=,"1,586 ",80 ,Bq kg-1,river,Shakado,W8202010232,14,Day,9.120 ,g,0.3815 ,m2 g-1,18.0 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,450,2013,9,12,12,0,JST,2013.696804,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"2,157 ",47 ,Bq kg-1,134Cs,=,962 ,38 ,Bq kg-1,river,Shakado,W8202010232,21,Day,88.580 ,g,0.3047 ,m2 g-1,22.7 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,451,2013,9,26,12,0,JST,2013.73516,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,716 ,22 ,Bq kg-1,134Cs,=,331 ,18 ,Bq kg-1,river,Shakado,W8202010232,14,Day,115.877 ,g,0.3259 ,m2 g-1,20.3 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,452,2013,10,29,12,0,JST,2013.826712,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,316 ,10 ,Bq kg-1,134Cs,=,132 ,8 ,Bq kg-1,river,Shakado,W8202010232,33,Day,304.092 ,g,0.2737 ,m2 g-1,25.0 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,453,2013,11,20,12,0,JST,2013.885388,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,254 ",85 ,Bq kg-1,134Cs,=,"1,292 ",64 ,Bq kg-1,river,Shakado,W8202010232,22,Day,1.979 ,g,0.3120 ,m2 g-1,20.5 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,454,2013,12,23,12,0,JST,2013.976941,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"4,549 ",107 ,Bq kg-1,134Cs,=,"1,945 ",90 ,Bq kg-1,river,Shakado,W8202010232,33,Day,2.341 ,g,0.2940 ,m2 g-1,21.3 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,455,2014,1,16,12,0,JST,2014.041096,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"1,460 ",49 ,Bq kg-1,134Cs,=,581 ,41 ,Bq kg-1,river,Shakado,W8202010232,24,Day,0.397 ,g,0.2467 ,m2 g-1,25.0 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,456,2014,2,25,12,0,JST,2014.149087,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"3,777 ",90 ,Bq kg-1,134Cs,=,"1,322 ",66 ,Bq kg-1,river,Shakado,W8202010232,40,Day,0.957 ,g,0.3027 ,m2 g-1,20.5 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,457,2014,8,7,12,0,JST,2014.599772,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,496 ,15 ,Bq kg-1,134Cs,=,161 ,11 ,Bq kg-1,river,Shakado,W8202010232,163,Day,123.175 ,g,0.2753 ,m2 g-1,25.1 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,458,2014,9,8,12,0,JST,2014.685845,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"1,300 ",33 ,Bq kg-1,134Cs,=,434 ,23 ,Bq kg-1,river,Shakado,W8202010232,32,Day,74.891 ,g,0.3131 ,m2 g-1,20.0 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,459,2014,10,20,12,0,JST,2014.802055,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,314 ,9 ,Bq kg-1,134Cs,=,106 ,7 ,Bq kg-1,river,Shakado,W8202010232,42,Day,143.869 ,g,0.2521 ,m2 g-1,24.9 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,460,2014,12,3,12,0,JST,2014.922146,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"1,929 ",48 ,Bq kg-1,134Cs,=,518 ,32 ,Bq kg-1,river,Shakado,W8202010232,44,Day,0.836 ,g,0.2847 ,m2 g-1,21.3 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,461,2015,1,14,12,0,JST,2015.035616,N,1,37,17,19,37.28861111,E,1,140,21,16,140.3544444,1,238.3,m,Suspended Matter,137Cs,=,"2,084 ",69 ,Bq kg-1,134Cs,=,479 ,44 ,Bq kg-1,river,Shakado,W8202010232,42,Day,0.636 ,g,0.1662 ,m2 g-1,24.7 ,É m,14
10.34355/CRiED.U.Tsukuba.00020,462,2011,9,26,12,0,JST,2011.73516,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"42,222 ",899 ,Bq kg-1,134Cs,=,"37,465 ","1,580 ",Bq kg-1,river,Mizunashi,W0700100004,26,Day,33.270 ,g,0.3382 ,m2 g-1,19.2 ,É m,15
10.34355/CRiED.U.Tsukuba.00020,463,2012,12,6,12,0,JST,2012.930365,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"26,721 ",945 ,Bq kg-1,134Cs,=,"16,136 ",920 ,Bq kg-1,river,Mizunashi,W0700100004,45,Day,2.409 ,g,0.3948 ,m2 g-1,24.6 ,É m,15
10.34355/CRiED.U.Tsukuba.00020,464,2012,12,18,12,0,JST,2012.963242,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"21,087 ",301 ,Bq kg-1,134Cs,=,"10,921 ",256 ,Bq kg-1,river,Mizunashi,W0700100004,12,Day,2.439 ,g,0.3029 ,m2 g-1,25.4 ,É m,15
10.34355/CRiED.U.Tsukuba.00020,465,2013,1,10,12,0,JST,2013.024658,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"22,807 ",773 ,Bq kg-1,134Cs,=,"13,210 ",697 ,Bq kg-1,river,Mizunashi,W0700100004,23,Day,2.149 ,g,0.3507 ,m2 g-1,26.8 ,É m,15
10.34355/CRiED.U.Tsukuba.00020,466,2013,1,22,12,0,JST,2013.057534,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"27,251 ",376 ,Bq kg-1,134Cs,=,"13,432 ",316 ,Bq kg-1,river,Mizunashi,W0700100004,12,Day,1.147 ,g,0.3291 ,m2 g-1,22.4 ,É m,15
10.34355/CRiED.U.Tsukuba.00020,467,2013,2,26,12,0,JST,2013.151826,N,1,37,38,40,37.64444444,E,1,140,57,26,140.9572222,1,18.5,m,Suspended Matter,137Cs,=,"22,443 ",364 ,Bq kg-1,134Cs,=,"12,452 ",327 ,Bq kg-1,river,Mizunashi,W0700100004,35,Day,1.103 ,g,0.3155 ,m2 g-1,24.2 ,É m,15
